time,A2,A3,A4,A5,A6,A7,A8,A9,target
-0.47058824,-1.0,-0.7,-3.0,-1.1,-0.7,0.0,0.47826087,1.0,1
0.47058824,0.0,-0.6,0.0,0.6,2.0,-1.2727273,-0.9130435,-0.14285715,1
0.64705884,0.0,1.3,0.0,0.5,-0.6,0.09090909,0.0,0.14285715,4
-0.47058824,0.0,1.2,-1.0,-1.6,0.0,1.6363636,1.7391304,1.8571428,1
-0.47058824,-3.0,-0.6,0.0,-0.4,0.0,0.18181819,0.0,0.0,1
-0.11764706,3.0,0.0,0.0,0.0,0.0,0.09090909,-0.08695652,0.0,1
0.23529412,0.0,0.5,0.0,0.2,-1.6,0.0,-0.13043478,0.0,1
0.05882353,2.0,0.1,-4.0,0.1,-2.5,0.0,-0.13043478,0.0,1
0.5882353,0.0,1.5,0.0,-0.2,-0.4,0.27272728,0.65217394,1.0,4
0.5882353,-2.0,-0.6,0.0,-1.3,-0.6,-1.5454545,0.7826087,2.7142856,4
-0.05882353,0.0,0.3,6.0,0.1,0.0,0.27272728,-0.08695652,-0.14285715,1
0.7647059,-3.0,0.2,0.0,0.7,0.0,-1.0,-0.6956522,-0.14285715,1
0.7647059,0.0,0.4,0.0,0.7,0.0,-0.8181818,-0.6086956,-0.14285715,1
2.1176472,0.0,0.2,-4.0,-3.2,0.0,-3.1818182,2.7826087,7.285714,5
0.47058824,0.0,0.5,0.0,0.6,0.2,-0.36363637,-0.4347826,-0.14285715,1
-0.11764706,0.0,0.4,4.0,0.0,-0.4,0.45454547,0.08695652,0.0,1
2.1764705,0.0,0.3,1.0,-4.2,-2.9,-3.090909,3.7391305,8.857142,5
0.0,-2.0,0.4,-2.0,0.1,0.0,0.36363637,-0.04347826,-0.14285715,1
0.5882353,0.0,-0.6,0.0,-0.6,-1.6,-1.5454545,0.08695652,1.5714285,4
0.3529412,0.0,-0.2,0.0,0.5,0.0,-0.8181818,-0.6086956,-0.14285715,1
0.05882353,1.0,0.1,-2.0,0.2,-0.4,-0.09090909,-0.3043478,-0.14285715,1
0.0,0.0,0.5,-4.0,0.1,0.0,0.36363637,0.0,0.0,1
-0.3529412,3.0,2.3,0.0,-0.2,0.0,2.6363637,1.0,-0.14285715,1
-0.47058824,0.0,-0.8,0.0,-0.4,0.8,-0.09090909,-0.13043478,0.14285715,1
-0.4117647,1.0,0.0,0.0,-0.2,2.1,0.54545456,0.0,-0.14285715,1
-0.05882353,0.0,0.0,1.0,0.1,0.0,0.0,-0.2173913,-0.14285715,1
0.1764706,-2.0,0.3,0.0,0.2,-0.1,-0.18181819,-0.2173913,0.0,1
-0.23529412,0.0,-0.2,0.0,0.0,1.2,0.18181819,-0.17391305,-0.14285715,1
-0.47058824,0.0,-0.4,0.0,-0.9,-0.8,0.36363637,0.5217391,0.85714287,1
-0.47058824,-2.0,1.7,0.0,-0.3,-1.2,2.1818182,0.8695652,0.0,1
0.3529412,0.0,0.3,0.0,0.4,-0.7,-0.27272728,-0.3043478,0.0,1
1.8235294,1.0,-0.3,0.0,-4.1,0.0,-3.1818182,3.347826,8.285714,5
-0.47058824,0.0,0.0,0.0,-1.3,0.6,0.6363636,1.0,1.4285715,1
-0.4117647,1.0,1.1,0.0,-0.2,2.5,1.5454545,0.47826087,-0.14285715,1
0.64705884,-1.0,-0.5,-4.0,-0.8,-0.6,-1.5454545,0.3478261,2.0,4
0.7058824,-1.0,1.3,0.0,0.7,0.0,0.0,-0.2173913,-0.14285715,1
-0.05882353,-5.0,0.0,0.0,0.1,0.6,0.0,-0.2173913,-0.14285715,1
0.0,-2.0,-0.2,0.0,0.1,-0.1,-0.27272728,-0.3043478,0.0,1
0.64705884,0.0,0.8,0.0,-2.1,-1.5,-0.36363637,2.0434783,3.857143,4
-0.47058824,1.0,-0.8,0.0,-1.2,-1.6,-0.09090909,0.5652174,1.1428572,1
0.5882353,0.0,1.3,-1.0,0.4,-0.9,0.18181819,0.13043478,0.2857143,4
0.29411766,-1.0,-0.1,8.0,0.4,0.0,-0.6363636,-0.47826087,-0.14285715,1
0.5882353,1.0,-0.3,0.0,0.6,0.0,-1.2727273,-0.7826087,-0.14285715,1
-0.4117647,-2.0,1.7,0.0,-0.2,0.0,2.090909,0.7826087,-0.14285715,1
-0.47058824,0.0,2.3,-6.0,-0.7,0.0,2.7272727,1.4782609,0.42857143,1
0.11764706,0.0,0.0,7.0,0.2,0.0,-0.36363637,-0.3478261,-0.14285715,1
0.5882353,0.0,-0.6,0.0,0.1,2.2,-1.5454545,-0.4347826,0.71428573,4
0.0,0.0,0.5,3.0,0.1,0.3,0.36363637,0.0,0.0,1
0.5882353,0.0,1.4,0.0,0.2,2.2,0.18181819,0.26086956,0.42857143,4
2.1176472,0.0,0.1,-1.0,-3.0,1.4,-3.1818182,2.5652175,6.857143,5
-0.23529412,0.0,-0.6,0.0,0.0,0.8,-0.18181819,-0.3478261,-0.14285715,1
-0.47058824,0.0,-0.8,0.0,-0.9,-0.4,-0.09090909,0.3478261,0.85714287,1
0.5882353,-1.0,-0.4,-3.0,-1.1,-1.5,-1.3636364,0.65217394,2.2857144,4
-0.47058824,0.0,2.0,-3.0,-0.7,0.0,2.4545455,1.3478261,0.42857143,1
-0.47058824,0.0,2.0,0.0,-0.9,-0.4,2.4545455,1.5652174,0.85714287,1
-0.05882353,1.0,0.4,-4.0,0.1,1.2,0.36363637,-0.04347826,-0.14285715,1
-0.11764706,-1.0,-0.6,0.0,0.0,-1.1,-0.45454547,-0.3478261,0.0,1
0.47058824,0.0,0.0,0.0,0.5,-2.6,-0.8181818,-0.5217391,0.0,1
0.64705884,0.0,-0.5,0.0,0.0,-0.2,-1.5454545,-0.3043478,0.85714287,4
-0.05882353,0.0,0.0,0.0,0.1,1.7,0.0,-0.2173913,-0.14285715,1
0.64705884,0.0,1.3,0.0,0.6,0.1,0.09090909,-0.08695652,0.0,1
0.3529412,0.0,-0.5,-2.0,0.4,-0.8,-1.0909091,-0.65217394,0.0,1
0.64705884,-4.0,1.6,0.0,0.2,-0.7,0.36363637,0.3478261,0.5714286,4
-0.23529412,0.0,0.3,4.0,0.0,0.0,0.54545456,0.04347826,-0.14285715,1
0.0,0.0,-0.2,7.0,0.1,0.0,-0.27272728,-0.3043478,-0.14285715,1
-0.47058824,0.0,-0.7,5.0,-0.9,0.0,0.0,0.3478261,0.85714287,1
-0.4117647,-5.0,0.8,0.0,-1.8,0.0,1.2727273,1.826087,2.142857,1
0.23529412,0.0,-0.5,0.0,0.2,-1.2,-0.90909094,-0.5217391,0.0,1
0.64705884,0.0,1.4,0.0,0.4,2.3,0.18181819,0.17391305,0.2857143,4
0.05882353,0.0,0.3,0.0,0.2,1.2,0.09090909,-0.2173913,-0.14285715,1
-0.23529412,0.0,-0.3,0.0,-0.2,-0.4,0.0,-0.13043478,0.0,1
-0.47058824,0.0,2.3,0.0,-0.9,1.4,2.7272727,1.6521739,0.85714287,1
-0.47058824,0.0,-0.6,3.0,-0.3,0.0,0.0,-0.13043478,0.0,1
0.05882353,48.0,-0.6,0.0,-3.2,0.0,-0.72727275,2.4782608,4.857143,2
-0.05882353,1.0,0.0,0.0,0.1,0.0,0.0,-0.2173913,-0.14285715,1
-0.11764706,-1.0,0.6,-5.0,0.0,-0.7,0.6363636,0.17391305,0.0,1
2.0,5.0,0.0,0.0,-4.2,-2.2,-3.1818182,3.5652175,8.571428,5
0.5882353,0.0,1.0,0.0,-1.7,2.2,-0.18181819,1.7826087,3.2857144,4
-0.47058824,0.0,-0.6,0.0,-0.8,-1.5,0.18181819,0.3478261,0.5714286,1
0.64705884,-1.0,-0.5,-3.0,-0.8,-0.5,-1.5454545,0.3478261,2.0,4
0.4117647,0.0,-0.1,0.0,0.6,2.3,-0.90909094,-0.6956522,-0.14285715,1
-0.47058824,0.0,-0.3,-5.0,-1.3,0.0,0.36363637,0.9130435,1.4285715,1
-0.05882353,-5.0,-0.7,0.0,0.1,0.0,-0.6363636,-0.5217391,-0.14285715,1
-0.47058824,1.0,-0.4,0.0,-1.1,1.5,0.18181819,0.6086956,1.0,1
-0.4117647,0.0,0.7,0.0,-0.2,0.4,1.1818181,0.3043478,-0.14285715,1
0.64705884,1.0,1.5,0.0,0.1,2.2,0.27272728,0.4347826,0.71428573,4
-0.47058824,-1.0,-0.4,0.0,-0.3,0.0,0.36363637,-0.04347826,-0.14285715,1
-0.47058824,0.0,-0.4,0.0,-1.6,-2.6,0.27272728,1.0869565,1.7142857,1
-0.47058824,0.0,2.0,0.0,-0.9,1.8,2.4545455,1.5652174,0.85714287,1
-0.05882353,4.0,-0.7,0.0,0.0,-1.1,-0.6363636,-0.4347826,0.0,1
0.29411766,2.0,0.1,0.0,0.4,0.0,-0.36363637,-0.39130434,-0.14285715,1
0.1764706,0.0,0.3,0.0,0.2,-0.5,-0.18181819,-0.2173913,0.0,1
0.0,0.0,-0.1,0.0,0.1,-2.8,-0.18181819,-0.26086956,0.0,1
0.64705884,0.0,0.9,0.0,0.5,0.4,-0.27272728,-0.17391305,0.14285715,4
2.0,0.0,0.0,0.0,-3.5,0.0,-3.1818182,2.9565217,7.571429,5
0.05882353,-3.0,1.7,0.0,0.2,0.0,1.3636364,0.39130434,-0.14285715,1
0.64705884,5.0,1.6,0.0,-0.2,0.0,0.36363637,0.6956522,1.1428572,4
0.64705884,0.0,-0.2,0.0,-3.0,0.9,-1.2727273,2.3913043,5.142857,4
-0.11764706,0.0,0.1,0.0,0.1,1.3,0.18181819,-0.13043478,-0.14285715,1
2.2941177,-5.0,0.4,0.0,-2.1,0.0,-3.2727273,1.8695652,5.857143,5
0.3529412,0.0,-0.3,0.0,0.5,2.2,-0.90909094,-0.6956522,-0.14285715,1
0.5882353,-2.0,1.6,2.0,0.0,0.0,0.36363637,0.5652174,0.85714287,4
0.3529412,0.0,0.3,1.0,0.4,0.0,-0.27272728,-0.3043478,0.0,1
0.3529412,-1.0,0.4,0.0,0.5,0.2,-0.27272728,-0.39130434,-0.14285715,1
0.3529412,0.0,0.3,0.0,0.5,2.3,-0.36363637,-0.39130434,-0.14285715,1
0.64705884,0.0,-0.1,8.0,-2.8,0.0,-1.1818181,2.3043478,5.0,4
0.5882353,0.0,-0.5,-4.0,-1.5,0.0,-1.4545455,0.9130435,2.857143,4
-0.11764706,0.0,-0.8,0.0,0.1,1.1,-0.6363636,-0.5652174,-0.14285715,1
-0.05882353,0.0,-0.4,0.0,0.1,2.0,-0.36363637,-0.39130434,-0.14285715,1
0.1764706,5.0,1.0,-4.0,0.2,0.0,0.6363636,0.13043478,0.0,1
2.3529413,0.0,0.5,1.0,-2.2,0.0,-3.2727273,2.0434783,6.142857,5
0.5882353,-3.0,1.3,0.0,0.6,0.0,0.18181819,-0.08695652,0.0,1
0.23529412,0.0,-0.2,0.0,0.2,-0.2,-0.54545456,-0.39130434,0.0,1
0.5882353,0.0,1.2,3.0,0.0,0.0,0.09090909,0.4347826,0.85714287,4
0.64705884,0.0,-0.4,0.0,0.7,0.5,-1.5454545,-0.95652175,-0.14285715,1
0.5882353,0.0,1.2,3.0,-0.2,1.2,0.09090909,0.5652174,1.0,4
1.0,0.0,2.6,1.0,0.9,0.0,0.8181818,0.26086956,0.0,1
0.05882353,4.0,1.9,0.0,0.2,0.8,1.6363636,0.5217391,-0.14285715,1
0.5882353,-4.0,-0.5,0.0,-1.6,0.1,-1.4545455,1.0434783,3.142857,4
0.47058824,0.0,-0.6,0.0,0.5,-0.1,-1.2727273,-0.7826087,0.0,1
-0.47058824,0.0,2.3,1.0,-0.9,-0.9,2.7272727,1.6956521,0.85714287,1
0.11764706,3.0,0.4,-4.0,0.2,0.0,0.09090909,-0.13043478,-0.14285715,1
0.1764706,0.0,0.1,5.0,0.2,0.0,-0.27272728,-0.3043478,0.0,1
-0.4117647,4.0,-0.6,0.0,-0.3,-2.4,0.0,-0.13043478,0.0,1
-0.47058824,0.0,-0.2,-6.0,-1.1,0.7,0.45454547,0.73913044,1.0,1
0.05882353,1.0,0.1,-3.0,0.2,1.3,0.0,-0.26086956,-0.14285715,1
-0.47058824,0.0,-0.6,0.0,-0.4,0.5,0.09090909,-0.04347826,0.0,1
-0.23529412,0.0,2.5,0.0,0.0,0.6,2.5454545,1.0,-0.14285715,1
-0.4117647,-1.0,0.0,0.0,-0.2,0.4,0.54545456,0.0,-0.14285715,1
-0.3529412,0.0,0.0,3.0,-0.2,0.0,0.54545456,0.0,-0.14285715,1
-0.47058824,0.0,1.1,-3.0,-1.3,0.0,1.6363636,1.5217391,1.4285715,1
-0.1764706,0.0,-0.6,8.0,0.0,0.0,-0.45454547,-0.39130434,0.0,1
-0.47058824,0.0,-0.6,0.0,-1.2,1.3,0.09090909,0.65217394,1.1428572,1
-0.47058824,0.0,-0.5,0.0,-0.8,-0.4,0.27272728,0.3478261,0.5714286,1
0.05882353,0.0,-0.7,1.0,0.1,-3.0,-0.8181818,-0.5217391,0.0,1
-0.47058824,0.0,-0.5,6.0,-0.3,2.3,0.18181819,-0.08695652,-0.14285715,1
-0.47058824,0.0,-0.7,7.0,-0.6,0.0,0.09090909,0.04347826,0.2857143,1
0.4117647,0.0,-0.5,1.0,0.5,0.0,-1.1818181,-0.7826087,-0.14285715,1
-0.47058824,0.0,1.1,0.0,-1.7,-2.5,1.6363636,1.826087,2.0,1
0.64705884,0.0,0.8,0.0,0.7,0.5,-0.36363637,-0.4347826,-0.14285715,1
-0.23529412,0.0,-0.4,-2.0,-0.2,-1.6,-0.09090909,-0.17391305,0.0,1
-0.11764706,0.0,0.2,0.0,0.1,3.0,0.27272728,-0.13043478,-0.14285715,1
-0.47058824,0.0,-0.3,0.0,-1.8,0.1,0.36363637,1.3478261,2.142857,1
0.23529412,2.0,-0.5,0.0,0.4,0.4,-0.90909094,-0.65217394,-0.14285715,1
-0.47058824,-4.0,2.2,0.0,-0.4,0.0,2.6363637,1.173913,0.14285715,1
-0.23529412,4.0,0.5,-3.0,-0.2,0.0,0.8181818,0.26086956,0.0,1
0.05882353,0.0,0.0,-3.0,0.1,-2.5,-0.18181819,-0.2173913,0.0,1
-0.47058824,0.0,-0.7,10.0,-0.9,0.0,0.0,0.39130434,0.85714287,1
-0.05882353,0.0,-0.2,-3.0,0.1,2.1,-0.18181819,-0.3043478,-0.14285715,1
-0.47058824,-82.0,-0.7,0.0,-0.3,0.0,0.0,-0.17391305,0.0,3
-0.47058824,0.0,-0.4,0.0,-1.1,0.0,0.18181819,0.6086956,1.0,1
-0.47058824,0.0,-0.3,0.0,-1.1,1.0,0.36363637,0.65217394,1.0,1
-0.47058824,0.0,-0.6,0.0,-1.3,-0.6,0.09090909,0.7826087,1.4285715,1
0.64705884,0.0,-0.4,7.0,-2.3,0.0,-1.3636364,1.7826087,4.285714,4
-0.47058824,0.0,-0.4,0.0,-1.5,1.0,0.36363637,0.95652175,1.5714285,1
0.5882353,-3.0,1.5,0.0,0.2,0.2,0.27272728,0.3043478,0.42857143,4
0.0,0.0,0.0,0.0,0.1,-1.6,-0.18181819,-0.2173913,0.0,1
0.05882353,1.0,-0.1,0.0,0.2,0.3,-0.27272728,-0.39130434,-0.14285715,1
-0.47058824,0.0,-0.7,0.0,-1.1,2.2,0.09090909,0.47826087,1.0,1
0.23529412,1.0,-0.4,0.0,0.4,1.0,-0.72727275,-0.6086956,-0.14285715,1
-0.47058824,0.0,-0.4,0.0,-0.7,0.6,0.27272728,0.3043478,0.42857143,1
0.64705884,0.0,-0.3,0.0,-1.7,3.1,-1.3636364,1.2173913,3.2857144,4
-0.47058824,5.0,0.0,0.0,-0.4,0.8,0.6363636,0.26086956,0.14285715,1
2.2941177,0.0,0.5,1.0,-2.1,0.0,-3.2727273,1.9130435,5.857143,5
2.0,0.0,0.0,-2.0,-3.7,-0.2,-3.1818182,3.173913,7.857143,5
0.5294118,3.0,0.3,0.0,0.6,0.0,-0.54545456,-0.5217391,-0.14285715,1
0.64705884,0.0,0.1,0.0,0.7,0.4,-0.90909094,-0.6956522,-0.14285715,1
-0.05882353,1.0,-0.4,0.0,0.1,0.4,-0.27272728,-0.39130434,-0.14285715,1
0.4117647,1.0,-0.4,-2.0,0.5,0.0,-1.0,-0.6956522,-0.14285715,1
0.64705884,0.0,-0.2,0.0,-2.8,2.9,-1.2727273,2.3043478,5.0,4
0.47058824,0.0,0.4,-5.0,0.5,-0.9,-0.45454547,-0.39130434,0.0,1
-0.1764706,1.0,1.0,0.0,0.0,0.0,1.1818181,0.3478261,-0.14285715,1
0.5882353,1029.0,-0.7,0.0,-1.1,0.0,-1.7272727,0.47826087,2.2857144,6
-0.23529412,-1.0,0.0,0.0,0.0,0.8,0.27272728,-0.13043478,-0.14285715,1
-0.47058824,0.0,-0.3,-1.0,-2.2,0.0,0.36363637,1.6956521,2.7142856,1
0.47058824,-1.0,-0.5,0.0,0.5,-1.2,-1.2727273,-0.7826087,0.0,1
0.05882353,1.0,0.4,0.0,0.2,1.6,0.18181819,-0.13043478,-0.14285715,1
-0.47058824,0.0,0.0,0.0,-0.3,-0.4,0.54545456,0.08695652,0.0,1
-0.47058824,0.0,2.4,3.0,-0.3,0.0,2.8181818,1.173913,-0.14285715,1
-0.05882353,3.0,0.5,0.0,0.1,0.0,0.45454547,0.0,-0.14285715,1
-0.47058824,1.0,-0.4,0.0,-0.3,-0.6,0.18181819,-0.04347826,0.0,1
0.64705884,0.0,-0.2,0.0,-2.4,2.2,-1.2727273,1.9565217,4.428571,4
0.0,-1.0,-0.6,0.0,0.2,0.8,-0.6363636,-0.5652174,-0.14285715,1
-0.47058824,0.0,-0.8,0.0,-0.6,-2.5,-0.09090909,0.0,0.2857143,1
0.5882353,0.0,-0.1,-1.0,-3.7,-0.6,-1.1818181,3.0869565,6.285714,4
0.29411766,0.0,-0.5,-4.0,0.4,0.0,-1.0,-0.65217394,-0.14285715,1
-0.23529412,0.0,1.7,0.0,-0.2,-3.0,1.8181819,0.73913044,0.0,1
0.0,-1.0,0.0,0.0,0.1,-2.4,-0.18181819,-0.2173913,0.0,1
-0.11764706,0.0,-0.5,0.0,0.0,-0.2,-0.36363637,-0.3043478,0.0,1
1.9411764,1.0,-0.1,1.0,-4.1,0.7,-3.1818182,3.4347825,8.428572,5
0.0,2.0,-0.7,-7.0,0.1,0.0,-0.72727275,-0.5217391,0.0,1
0.3529412,-5.0,0.1,0.0,0.5,1.6,-0.54545456,-0.5217391,-0.14285715,1
0.64705884,0.0,1.4,0.0,0.2,-2.2,0.18181819,0.26086956,0.5714286,4
0.23529412,0.0,0.4,0.0,0.4,0.9,-0.09090909,-0.26086956,-0.14285715,1
0.64705884,4.0,1.2,0.0,0.1,0.0,0.0,0.3043478,0.71428573,4
0.29411766,-4.0,0.5,0.0,0.4,0.0,-0.18181819,-0.2173913,0.0,1
-0.47058824,0.0,-0.3,0.0,-0.7,0.3,0.36363637,0.3478261,0.42857143,1
0.0,1.0,0.5,0.0,0.1,0.0,0.45454547,0.0,-0.14285715,1
0.0,1.0,-0.7,-1.0,0.1,-0.1,-0.72727275,-0.5217391,-0.14285715,1
